priors_count,Violence_rawscore,Recidivism_rawscore,sex,query_id,doc_id
0.0,0.09532374099999999,0.901918977,0.0,1.0,102.0
0.0,0.160071942,0.825159915,1.0,1.0,349.0
0.0,0.23561151100000002,0.901918977,0.0,1.0,103.0
0.0,0.151079137,0.825159915,1.0,1.0,351.0
0.052631579000000005,0.09892086300000001,0.901918977,0.0,1.0,104.0
0.0,0.17266187100000002,0.8230277189999999,1.0,1.0,355.0
0.0,0.079136691,0.901918977,0.0,1.0,105.0
0.0,0.160071942,0.8230277189999999,1.0,1.0,356.0
0.026315789,0.104316547,0.901918977,0.0,1.0,107.0
0.052631579000000005,0.179856115,0.8230277189999999,1.0,1.0,361.0
0.026315789,0.053956835,0.901918977,0.0,1.0,108.0
0.0,0.16906474800000001,0.820895522,1.0,1.0,363.0
0.0,0.09892086300000001,0.89978678,0.0,1.0,109.0
0.052631579000000005,0.097122302,0.820895522,1.0,1.0,364.0
0.026315789,0.089928058,0.89978678,0.0,1.0,111.0
0.026315789,0.205035971,0.820895522,1.0,1.0,367.0
0.0,0.134892086,0.89978678,0.0,1.0,112.0
0.0,0.20143884899999998,0.820895522,1.0,1.0,369.0
0.0,0.089928058,0.89978678,0.0,1.0,113.0
0.026315789,0.12050359699999999,0.81663113,1.0,1.0,380.0
0.026315789,0.097122302,0.897654584,0.0,1.0,115.0
0.026315789,0.17266187100000002,0.81663113,1.0,1.0,383.0
0.0,0.09352518,0.897654584,0.0,1.0,116.0
0.0,0.179856115,0.81663113,1.0,1.0,384.0
0.0,0.14028777,0.897654584,0.0,1.0,118.0
0.052631579000000005,0.089928058,0.81663113,1.0,1.0,385.0
0.0,0.082733813,0.8955223880000001,0.0,1.0,121.0
0.0,0.165467626,0.814498934,1.0,1.0,395.0
0.026315789,0.100719424,0.8955223880000001,0.0,1.0,122.0
0.026315789,0.111510791,0.814498934,1.0,1.0,397.0
0.026315789,0.104316547,0.8955223880000001,0.0,1.0,123.0
