priors_count,Violence_rawscore,Recidivism_rawscore,sex,query_id,doc_id
0.026315789,0.113309353,0.880597015,0.0,1.0,170.0
0.0,0.124100719,0.878464819,1.0,1.0,173.0
0.026315789,0.214028777,0.878464819,0.0,1.0,171.0
0.052631579000000005,0.124100719,0.878464819,0.0,1.0,172.0
0.0,0.124100719,0.878464819,0.0,1.0,174.0
0.052631579000000005,0.107913669,0.878464819,0.0,1.0,175.0
0.0,0.147482014,0.876332623,0.0,1.0,176.0
0.026315789,0.10611510800000001,0.874200426,1.0,1.0,180.0
0.052631579000000005,0.125899281,0.874200426,1.0,1.0,181.0
0.0,0.097122302,0.874200426,1.0,1.0,183.0
0.0,0.129496403,0.874200426,0.0,1.0,177.0
0.0,0.170863309,0.874200426,0.0,1.0,178.0
0.0,0.124100719,0.874200426,0.0,1.0,179.0
0.0,0.129496403,0.874200426,0.0,1.0,182.0
0.078947368,0.10611510800000001,0.874200426,0.0,1.0,184.0
0.0,0.09352518,0.874200426,0.0,1.0,185.0
0.0,0.041366906,0.874200426,0.0,1.0,186.0
0.0,0.09892086300000001,0.87206823,1.0,1.0,190.0
0.0,0.129496403,0.87206823,1.0,1.0,193.0
0.0,0.116906475,0.87206823,0.0,1.0,187.0
0.0,0.129496403,0.87206823,0.0,1.0,188.0
0.0,0.073741007,0.87206823,0.0,1.0,189.0
0.052631579000000005,0.129496403,0.87206823,0.0,1.0,191.0
0.0,0.142086331,0.87206823,0.0,1.0,192.0
0.0,0.09532374099999999,0.869936034,0.0,1.0,194.0
0.026315789,0.059352518,0.869936034,0.0,1.0,195.0
0.052631579000000005,0.12050359699999999,0.869936034,0.0,1.0,196.0
0.0,0.12050359699999999,0.869936034,0.0,1.0,197.0
0.0,0.134892086,0.869936034,0.0,1.0,198.0
0.026315789,0.15647482,0.869936034,0.0,1.0,199.0
0.0,0.12050359699999999,0.869936034,0.0,1.0,200.0
