DurationMonth,CreditAmount,score,age,query_id,doc_id
0.382352941,0.8937493120000001,0.656019024,0.0,1.0,39.0
0.33823529399999996,0.685539782,0.6323302470000001,1.0,1.0,79.0
0.117647059,0.907285133,0.655801338,0.0,1.0,40.0
0.8235294120000001,0.455595906,0.6255737029999999,2.0,1.0,89.0
0.294117647,0.9743039509999999,0.654590065,0.0,1.0,41.0
0.470588235,0.862660944,0.6201393820000001,1.0,1.0,102.0
0.470588235,0.71151095,0.654033957,0.0,1.0,42.0
0.20588235300000002,0.95565093,0.619199991,1.0,1.0,103.0
0.470588235,0.834984043,0.653749881,0.0,1.0,44.0
0.647058824,0.8623858259999999,0.652919935,0.0,1.0,45.0
0.294117647,0.8147353359999999,0.624902881,2.0,1.0,91.0
0.382352941,0.874986244,0.652528221,0.0,1.0,46.0
0.235294118,0.675470452,0.619056974,1.0,1.0,105.0
0.117647059,0.885495763,0.651747502,0.0,1.0,47.0
0.088235294,0.9460217890000001,0.6187765120000001,1.0,1.0,106.0
0.470588235,0.906294707,0.651513105,0.0,1.0,48.0
0.20588235300000002,0.907230109,0.617943404,2.0,1.0,108.0
0.470588235,0.904974139,0.651267418,0.0,1.0,49.0
0.20588235300000002,0.9791460329999999,0.615819235,1.0,1.0,116.0
0.117647059,0.9226917570000001,0.6509157489999999,0.0,1.0,50.0
0.470588235,0.43727302700000004,0.649524576,0.0,1.0,54.0
0.20588235300000002,0.679762298,0.614383501,1.0,1.0,122.0
0.294117647,0.9429404640000001,0.648754997,0.0,1.0,55.0
0.8235294120000001,0.152470562,0.615689918,2.0,1.0,117.0
0.25,0.982337405,0.647876727,0.0,1.0,57.0
0.20588235300000002,0.835259161,0.612305398,1.0,1.0,128.0
0.470588235,0.802740178,0.647751023,0.0,1.0,58.0
0.558823529,0.619456366,0.606811764,1.0,1.0,137.0
0.294117647,0.92588313,0.64558154,0.0,1.0,59.0
0.294117647,0.780400572,0.641770831,0.0,1.0,63.0
0.25,0.738472543,0.60250652,1.0,1.0,145.0
0.647058824,0.675745571,0.64145198,0.0,1.0,64.0
0.33823529399999996,0.732199846,0.602251499,1.0,1.0,146.0
0.382352941,0.814460218,0.641267564,0.0,1.0,65.0
0.294117647,0.934411797,0.600656641,2.0,1.0,151.0
0.294117647,0.901947838,0.6411284620000001,0.0,1.0,66.0
0.294117647,0.586882359,0.598015505,1.0,1.0,154.0
0.8235294120000001,0.612248267,0.639214452,0.0,1.0,67.0
0.294117647,0.891438318,0.639173203,0.0,1.0,68.0
0.029411765,0.9340266309999999,0.597849004,1.0,1.0,155.0
0.470588235,0.963739408,0.638944678,0.0,1.0,69.0
0.294117647,0.905524375,0.595282237,2.0,1.0,157.0
0.073529412,0.9428854409999999,0.638712841,0.0,1.0,70.0
0.25,0.815725762,0.593623398,1.0,1.0,162.0
0.294117647,0.880378563,0.637115574,0.0,1.0,72.0
0.029411765,0.9060746120000001,0.592648628,1.0,1.0,167.0
0.117647059,0.92978981,0.636732441,0.0,1.0,73.0
0.161764706,0.893474194,0.591672353,1.0,1.0,168.0
0.294117647,0.710740618,0.6365627779999999,0.0,1.0,74.0
0.382352941,0.9087707709999999,0.6355579,0.0,1.0,75.0
0.25,0.9256080109999999,0.590810793,1.0,1.0,170.0
0.20588235300000002,0.914988445,0.6348906910000001,0.0,1.0,76.0
